"ID","age","value"
"2.5.14","35 to 44",12
"2.5.14","45 to 54",22
"2.5.14","55 to 64",12
"2.5.14","65+",6
"2.5.15","16 to 19",6
"2.5.15","20 to 24",15
"2.5.15","25 to 34",7
"2.5.15","35 to 44",9
"2.5.15","45 to 54",5
"2.5.15","55 to 64",7
"2.5.15","65+",7
"2.5.16","16 to 19",107
"2.5.16","20 to 24",216
"2.5.16","25 to 34",251
"2.5.16","35 to 44",183
"2.5.16","45 to 54",209
"2.5.16","55 to 64",195
"2.5.16","65+",56
"2.5.17","16 to 19",24
"2.5.17","20 to 24",148
"2.5.17","25 to 34",221
"2.5.17","35 to 44",220
"2.5.17","45 to 54",290
"2.5.17","55 to 64",238
"2.5.17","65+",114
"2.5.18","16 to 19",29
"2.5.18","20 to 24",71
"2.5.18","25 to 34",79
"2.5.18","35 to 44",91
"2.5.18","45 to 54",71
"2.5.18","55 to 64",51
"2.5.18","65+",12
"2.5.19","16 to 19",4
"2.5.19","20 to 24",13
"2.5.19","25 to 34",9
"2.5.19","35 to 44",6
"2.5.19","45 to 54",3
"2.5.19","55 to 64",5
"2.5.19","65+",3
"2.5.2","16 to 19",0
"2.5.2","20 to 24",10
"2.5.2","25 to 34",40
"2.5.2","35 to 44",49
"2.5.2","45 to 54",59
"2.5.2","55 to 64",31
"2.5.2","65+",13
"2.5.20","16 to 19",7
"2.5.20","20 to 24",21
"2.5.20","25 to 34",28
"2.5.20","35 to 44",31
"2.5.20","45 to 54",16
"2.5.20","55 to 64",16
"2.5.20","65+",13
"2.5.3","16 to 19",0
"2.5.3","20 to 24",7
"2.5.3","25 to 34",4
"2.5.3","35 to 44",6
"2.5.3","45 to 54",9
"2.5.3","55 to 64",12
"2.5.3","65+",2
"2.5.4","16 to 19",17
"2.5.4","20 to 24",47
"2.5.4","25 to 34",50
"2.5.4","35 to 44",24
"2.5.4","45 to 54",36
"2.5.4","55 to 64",21
"2.5.4","65+",7
"2.5.5","16 to 19",3
"2.5.5","20 to 24",10
"2.5.5","25 to 34",22
"2.5.5","35 to 44",25
"2.5.5","45 to 54",18
"2.5.5","55 to 64",16
"2.5.5","65+",5
"2.5.6","16 to 19",0
"2.5.6","20 to 24",0
"2.5.6","25 to 34",2
"2.5.6","35 to 44",1
"2.5.6","45 to 54",0
"2.5.6","55 to 64",0
"2.5.6","65+",0
"2.5.7","16 to 19",16
"2.5.7","20 to 24",18
"2.5.7","25 to 34",5
"2.5.7","35 to 44",0
"2.5.7","45 to 54",3
"2.5.7","55 to 64",5
"2.5.7","65+",7
"2.5.8","16 to 19",38
"2.5.8","20 to 24",53
"2.5.8","25 to 34",35
"2.5.8","35 to 44",14
"2.5.8","45 to 54",16
"2.5.8","55 to 64",14
"2.5.8","65+",19
"2.5.9","16 to 19",0
"2.5.9","20 to 24",1
"2.5.9","25 to 34",2
"2.5.9","35 to 44",1
"2.5.9","45 to 54",1
"2.5.9","55 to 64",4
"2.5.9","65+",3
"3.1.1","16 to 19",26
"3.1.1","20 to 24",288
"3.1.1","25 to 34",766
"3.1.1","35 to 44",708
"3.1.1","45 to 54",780
"3.1.1","55 to 64",525
"3.1.1","65+",192
"3.1.10","16 to 19",0
"3.1.10","20 to 24",3
"3.1.10","25 to 34",10
"3.1.10","35 to 44",15
"3.1.10","45 to 54",25
"3.1.10","55 to 64",17
"3.1.10","65+",11
"3.1.11","16 to 19",3
"3.1.11","20 to 24",39
"3.1.11","25 to 34",132
"3.1.11","35 to 44",105
"3.1.11","45 to 54",104
"3.1.11","55 to 64",74
"3.1.11","65+",22
"3.1.12","16 to 19",12
"3.1.12","20 to 24",83
"3.1.12","25 to 34",276
"3.1.12","35 to 44",274
"3.1.12","45 to 54",343
"3.1.12","55 to 64",232
"3.1.12","65+",89
"3.1.13","16 to 19",6
"3.1.13","20 to 24",9
"3.1.13","25 to 34",10
"3.1.13","35 to 44",9
"3.1.13","45 to 54",10
"3.1.13","55 to 64",8
"3.1.13","65+",14
"3.1.14","16 to 19",3
"3.1.14","20 to 24",33
"3.1.14","25 to 34",109
"3.1.14","35 to 44",174
"3.1.14","45 to 54",223
"3.1.14","55 to 64",190
"3.1.14","65+",138
"3.1.15","16 to 19",0
"3.1.15","20 to 24",2
"3.1.15","25 to 34",7
"3.1.15","35 to 44",11
"3.1.15","45 to 54",12
"3.1.15","55 to 64",9
"3.1.15","65+",2
"3.1.16","16 to 19",4
"3.1.16","20 to 24",16
"3.1.16","25 to 34",19
"3.1.16","35 to 44",15
"3.1.16","45 to 54",10
"3.1.16","55 to 64",6
"3.1.16","65+",4
"3.1.17","16 to 19",6
"3.1.17","20 to 24",14
"3.1.17","25 to 34",43
"3.1.17","35 to 44",36
"3.1.17","45 to 54",39
"3.1.17","55 to 64",20
"3.1.17","65+",18
"3.1.18","16 to 19",8
"3.1.18","20 to 24",28
"3.1.18","25 to 34",52
"3.1.18","35 to 44",48
"3.1.18","45 to 54",50
"3.1.18","55 to 64",42
"3.1.18","65+",26
"3.1.2","16 to 19",2
"3.1.2","20 to 24",39
"3.1.2","25 to 34",191
"3.1.2","35 to 44",298
"3.1.2","45 to 54",332
"3.1.2","55 to 64",243
"3.1.2","65+",95
"3.1.3","16 to 19",681
"3.1.3","20 to 24",855
"3.1.3","25 to 34",566
"3.1.3","35 to 44",334
"3.1.3","45 to 54",374
"3.1.3","55 to 64",304
"3.1.3","65+",129
"3.1.4","16 to 19",8
"3.1.4","20 to 24",23
"3.1.4","25 to 34",29
"3.1.4","35 to 44",20
"3.1.4","45 to 54",16
"3.1.4","55 to 64",15
"3.1.4","65+",3
"3.1.5","16 to 19",3
"3.1.5","20 to 24",9
"3.1.5","25 to 34",28
"3.1.5","35 to 44",9
"3.1.5","45 to 54",18
"3.1.5","55 to 64",21
"3.1.5","65+",5
"3.1.6","16 to 19",293
"3.1.6","20 to 24",668
"3.1.6","25 to 34",713
"3.1.6","35 to 44",421
"3.1.6","45 to 54",526
"3.1.6","55 to 64",476
"3.1.6","65+",217
"3.1.7","16 to 19",2
"3.1.7","20 to 24",24
"3.1.7","25 to 34",71
"3.1.7","35 to 44",42
"3.1.7","45 to 54",47
"3.1.7","55 to 64",32
"3.1.7","65+",9
"3.1.8","16 to 19",0
"3.1.8","20 to 24",28
"3.1.8","25 to 34",117
"3.1.8","35 to 44",113
"3.1.8","45 to 54",132
"3.1.8","55 to 64",122
"3.1.8","65+",50
"3.1.9","16 to 19",0
"3.1.9","20 to 24",11
"3.1.9","25 to 34",81
"3.1.9","35 to 44",64
"3.1.9","45 to 54",61
"3.1.9","55 to 64",27
"3.1.9","65+",12
"3.2.1","16 to 19",3
"3.2.1","20 to 24",46
"3.2.1","25 to 34",255
"3.2.1","35 to 44",347
"3.2.1","45 to 54",362
"3.2.1","55 to 64",272
"3.2.1","65+",64
"3.2.10","16 to 19",0
"3.2.10","20 to 24",3
"3.2.10","25 to 34",5
"3.2.10","35 to 44",6
"3.2.10","45 to 54",8
"3.2.10","55 to 64",7
"3.2.10","65+",0
"3.2.11","16 to 19",10
"3.2.11","20 to 24",96
"3.2.11","25 to 34",105
"3.2.11","35 to 44",53
"3.2.11","45 to 54",47
"3.2.11","55 to 64",37
"3.2.11","65+",14
"3.2.12","16 to 19",0
"3.2.12","20 to 24",5
"3.2.12","25 to 34",16
"3.2.12","35 to 44",13
"3.2.12","45 to 54",20
"3.2.12","55 to 64",9
"3.2.12","65+",3
"3.2.13","16 to 19",0
"3.2.13","20 to 24",0
"3.2.13","25 to 34",2
"3.2.13","35 to 44",1
"3.2.13","45 to 54",1
"3.2.13","55 to 64",1
"3.2.13","65+",0
"3.2.14","16 to 19",1
"3.2.14","20 to 24",1
"3.2.14","25 to 34",2
"3.2.14","35 to 44",0
"3.2.14","45 to 54",1
"3.2.14","55 to 64",1
"3.2.14","65+",0
"3.2.15","16 to 19",1
"3.2.15","20 to 24",2
"3.2.15","25 to 34",9
"3.2.15","35 to 44",14
"3.2.15","45 to 54",23
"3.2.15","55 to 64",13
"3.2.15","65+",7
"3.2.16","16 to 19",0
"3.2.16","20 to 24",5
"3.2.16","25 to 34",17
"3.2.16","35 to 44",5
"3.2.16","45 to 54",11
"3.2.16","55 to 64",3
"3.2.16","65+",2
"3.2.17","16 to 19",122
"3.2.17","20 to 24",341
"3.2.17","25 to 34",531
"3.2.17","35 to 44",373
"3.2.17","45 to 54",377
"3.2.17","55 to 64",277
"3.2.17","65+",66
"3.2.18","16 to 19",1
"3.2.18","20 to 24",0
"3.2.18","25 to 34",14
"3.2.18","35 to 44",22
"3.2.18","45 to 54",16
"3.2.18","55 to 64",15
"3.2.18","65+",2
"3.2.19","16 to 19",11
"3.2.19","20 to 24",29
"3.2.19","25 to 34",40
"3.2.19","35 to 44",40
"3.2.19","45 to 54",51
"3.2.19","55 to 64",35
"3.2.19","65+",20
"3.2.2","16 to 19",0
"3.2.2","20 to 24",4
"3.2.2","25 to 34",5
"3.2.2","35 to 44",3
"3.2.2","45 to 54",1
"3.2.2","55 to 64",5
"3.2.2","65+",2
"3.2.20","16 to 19",7
"3.2.20","20 to 24",31
"3.2.20","25 to 34",34
"3.2.20","35 to 44",20
"3.2.20","45 to 54",14
"3.2.20","55 to 64",10
"3.2.20","65+",4
"3.2.21","16 to 19",1
"3.2.21","20 to 24",11
"3.2.21","25 to 34",48
"3.2.21","35 to 44",30
"3.2.21","45 to 54",34
"3.2.21","55 to 64",21
"3.2.21","65+",13
"3.2.22","16 to 19",7
"3.2.22","20 to 24",16
"3.2.22","25 to 34",17
"3.2.22","35 to 44",14
"3.2.22","45 to 54",16
"3.2.22","55 to 64",16
"3.2.22","65+",12
"3.2.23","16 to 19",1
"3.2.23","20 to 24",15
"3.2.23","25 to 34",46
"3.2.23","35 to 44",32
"3.2.23","45 to 54",27
"3.2.23","55 to 64",16
"3.2.23","65+",6
"3.2.24","16 to 19",1
"3.2.24","20 to 24",1
"3.2.24","25 to 34",9
"3.2.24","35 to 44",7
"3.2.24","45 to 54",7
"3.2.24","55 to 64",3
"3.2.24","65+",1
"3.2.25","16 to 19",3
"3.2.25","20 to 24",17
"3.2.25","25 to 34",35
"3.2.25","35 to 44",15
"3.2.25","45 to 54",17
"3.2.25","55 to 64",14
"3.2.25","65+",4
"3.2.26","16 to 19",0
"3.2.26","20 to 24",7
"3.2.26","25 to 34",25
"3.2.26","35 to 44",21
"3.2.26","45 to 54",28
"3.2.26","55 to 64",15
"3.2.26","65+",4
"3.2.27","16 to 19",64
"3.2.27","20 to 24",232
"3.2.27","25 to 34",327
"3.2.27","35 to 44",195
"3.2.27","45 to 54",212
"3.2.27","55 to 64",200
"3.2.27","65+",72
"3.2.28","16 to 19",1
"3.2.28","20 to 24",13
"3.2.28","25 to 34",20
"3.2.28","35 to 44",14
"3.2.28","45 to 54",22
"3.2.28","55 to 64",21
"3.2.28","65+",3
"3.2.29","16 to 19",1
"3.2.29","20 to 24",4
"3.2.29","25 to 34",27
"3.2.29","35 to 44",16
"3.2.29","45 to 54",21
"3.2.29","55 to 64",17
"3.2.29","65+",9
"3.2.3","16 to 19",0
"3.2.3","20 to 24",8
"3.2.3","25 to 34",4
"3.2.3","35 to 44",8
"3.2.3","45 to 54",8
"3.2.3","55 to 64",3
"3.2.3","65+",2
"3.2.30","16 to 19",0
"3.2.30","20 to 24",3
"3.2.30","25 to 34",5
"3.2.30","35 to 44",5
"3.2.30","45 to 54",4
"3.2.30","55 to 64",6
"3.2.30","65+",0
"3.2.31","16 to 19",6
"3.2.31","20 to 24",18
"3.2.31","25 to 34",41
"3.2.31","35 to 44",53
"3.2.31","45 to 54",49
"3.2.31","55 to 64",52
"3.2.31","65+",14
"3.2.32","16 to 19",6
"3.2.32","20 to 24",23
"3.2.32","25 to 34",71
"3.2.32","35 to 44",64
"3.2.32","45 to 54",58
"3.2.32","55 to 64",39
"3.2.32","65+",6
"3.2.33","16 to 19",3
"3.2.33","20 to 24",0
"3.2.33","25 to 34",3
"3.2.33","35 to 44",6
"3.2.33","45 to 54",5
"3.2.33","55 to 64",5
"3.2.33","65+",2
"3.2.34","16 to 19",1
"3.2.34","20 to 24",8
"3.2.34","25 to 34",9
"3.2.34","35 to 44",16
"3.2.34","45 to 54",34
"3.2.34","55 to 64",46
"3.2.34","65+",3
"3.2.35","16 to 19",1
"3.2.35","20 to 24",10
"3.2.35","25 to 34",35
"3.2.35","35 to 44",55
"3.2.35","45 to 54",109
"3.2.35","55 to 64",85
"3.2.35","65+",16
"3.2.36","16 to 19",1
"3.2.36","20 to 24",5
"3.2.36","25 to 34",5
"3.2.36","35 to 44",10
"3.2.36","45 to 54",15
"3.2.36","55 to 64",23
"3.2.36","65+",1
"3.2.37","16 to 19",1
"3.2.37","20 to 24",15
"3.2.37","25 to 34",42
"3.2.37","35 to 44",58
"3.2.37","45 to 54",65
"3.2.37","55 to 64",53
"3.2.37","65+",10
"3.2.38","16 to 19",13
"3.2.38","20 to 24",69
"3.2.38","25 to 34",151
"3.2.38","35 to 44",114
"3.2.38","45 to 54",130
"3.2.38","55 to 64",102
"3.2.38","65+",29
"3.2.39","16 to 19",123
"3.2.39","20 to 24",312
"3.2.39","25 to 34",306
"3.2.39","35 to 44",230
"3.2.39","45 to 54",253
"3.2.39","55 to 64",188
"3.2.39","65+",71
"3.2.4","16 to 19",0
"3.2.4","20 to 24",1
"3.2.4","25 to 34",3
"3.2.4","35 to 44",2
"3.2.4","45 to 54",0
"3.2.4","55 to 64",2
"3.2.4","65+",1
"3.2.40","16 to 19",1
"3.2.40","20 to 24",7
"3.2.40","25 to 34",21
"3.2.40","35 to 44",13
"3.2.40","45 to 54",18
"3.2.40","55 to 64",14
"3.2.40","65+",2
"3.2.41","16 to 19",34
"3.2.41","20 to 24",160
"3.2.41","25 to 34",504
"3.2.41","35 to 44",576
"3.2.41","45 to 54",805
"3.2.41","55 to 64",727
"3.2.41","65+",190
"3.2.42","16 to 19",1
"3.2.42","20 to 24",4
"3.2.42","25 to 34",21
"3.2.42","35 to 44",17
"3.2.42","45 to 54",26
"3.2.42","55 to 64",14
"3.2.42","65+",5
"3.2.43","16 to 19",7
"3.2.43","20 to 24",30
"3.2.43","25 to 34",71
"3.2.43","35 to 44",53
"3.2.43","45 to 54",67
"3.2.43","55 to 64",50
"3.2.43","65+",15
"3.2.44","16 to 19",2
"3.2.44","20 to 24",11
"3.2.44","25 to 34",20
"3.2.44","35 to 44",24
"3.2.44","45 to 54",20
"3.2.44","55 to 64",17
"3.2.44","65+",7
"3.2.45","16 to 19",0
"3.2.45","20 to 24",0
"3.2.45","25 to 34",0
"3.2.45","35 to 44",0
"3.2.45","45 to 54",1
"3.2.45","55 to 64",0
"3.2.45","65+",1
"3.2.46","16 to 19",3
"3.2.46","20 to 24",22
"3.2.46","25 to 34",62
"3.2.46","35 to 44",72
"3.2.46","45 to 54",68
"3.2.46","55 to 64",50
"3.2.46","65+",12
"3.2.47","16 to 19",2
"3.2.47","20 to 24",13
"3.2.47","25 to 34",15
"3.2.47","35 to 44",13
"3.2.47","45 to 54",15
"3.2.47","55 to 64",18
"3.2.47","65+",3
"3.2.48","16 to 19",51
"3.2.48","20 to 24",140
"3.2.48","25 to 34",225
"3.2.48","35 to 44",214
"3.2.48","45 to 54",276
"3.2.48","55 to 64",238
"3.2.48","65+",86
"3.2.49","16 to 19",2
"3.2.49","20 to 24",4
"3.2.49","25 to 34",9
"3.2.49","35 to 44",4
"3.2.49","45 to 54",11
"3.2.49","55 to 64",7
"3.2.49","65+",2
"3.2.5","16 to 19",2
"3.2.5","20 to 24",23
"3.2.5","25 to 34",39
"3.2.5","35 to 44",42
"3.2.5","45 to 54",29
"3.2.5","55 to 64",27
"3.2.5","65+",4
"3.2.50","16 to 19",0
"3.2.50","20 to 24",1
"3.2.50","25 to 34",1
"3.2.50","35 to 44",0
"3.2.50","45 to 54",3
"3.2.50","55 to 64",4
"3.2.50","65+",1
"3.2.51","16 to 19",0
"3.2.51","20 to 24",4
"3.2.51","25 to 34",4
"3.2.51","35 to 44",5
"3.2.51","45 to 54",6
"3.2.51","55 to 64",4
"3.2.51","65+",1
"3.2.52","16 to 19",13
"3.2.52","20 to 24",36
"3.2.52","25 to 34",113
"3.2.52","35 to 44",106
"3.2.52","45 to 54",109
"3.2.52","55 to 64",94
"3.2.52","65+",27
"3.2.6","16 to 19",3
"3.2.6","20 to 24",29
"3.2.6","25 to 34",104
"3.2.6","35 to 44",117
"3.2.6","45 to 54",139
"3.2.6","55 to 64",91
"3.2.6","65+",24
"3.2.7","16 to 19",8
"3.2.7","20 to 24",54
"3.2.7","25 to 34",172
"3.2.7","35 to 44",240
"3.2.7","45 to 54",333
"3.2.7","55 to 64",291
"3.2.7","65+",135
"3.2.8","16 to 19",0
"3.2.8","20 to 24",1
"3.2.8","25 to 34",4
"3.2.8","35 to 44",5
"3.2.8","45 to 54",1
"3.2.8","55 to 64",2
"3.2.8","65+",0
"3.2.9","16 to 19",0
"3.2.9","20 to 24",7
"3.2.9","25 to 34",28
"3.2.9","35 to 44",30
"3.2.9","45 to 54",42
"3.2.9","55 to 64",33
"3.2.9","65+",5
"4.1.1","16 to 19",0
"4.1.1","20 to 24",2
"4.1.1","25 to 34",6
"4.1.1","35 to 44",12
"4.1.1","45 to 54",8
"4.1.1","55 to 64",10
"4.1.1","65+",7
"4.1.2","16 to 19",0
"4.1.2","20 to 24",0
"4.1.2","25 to 34",4
"4.1.2","35 to 44",2
"4.1.2","45 to 54",5
"4.1.2","55 to 64",4
"4.1.2","65+",1
"4.1.3","16 to 19",0
"4.1.3","20 to 24",1
"4.1.3","25 to 34",1
"4.1.3","35 to 44",1
"4.1.3","45 to 54",2
"4.1.3","55 to 64",0
"4.1.3","65+",1
"4.1.4","16 to 19",2
"4.1.4","20 to 24",10
"4.1.4","25 to 34",26
"4.1.4","35 to 44",24
"4.1.4","45 to 54",15
"4.1.4","55 to 64",14
"4.1.4","65+",2
"4.1.5","16 to 19",71
"4.1.5","20 to 24",94
"4.1.5","25 to 34",185
"4.1.5","35 to 44",138
"4.1.5","45 to 54",130
"4.1.5","55 to 64",90
"4.1.5","65+",31
"4.1.6","16 to 19",2
"4.1.6","20 to 24",2
"4.1.6","25 to 34",5
"4.1.6","35 to 44",4
"4.1.6","45 to 54",11
"4.1.6","55 to 64",7
"4.1.6","65+",2
"4.1.7","16 to 19",0
"4.1.7","20 to 24",0
"4.1.7","25 to 34",1
"4.1.7","35 to 44",0
"4.1.7","45 to 54",0
"4.1.7","55 to 64",0
"4.1.7","65+",1
"4.1.8","16 to 19",0
"4.1.8","20 to 24",1
"4.1.8","25 to 34",3
"4.1.8","35 to 44",6
"4.1.8","45 to 54",1
"4.1.8","55 to 64",5
"4.1.8","65+",1
"4.1.9","16 to 19",2
"4.1.9","20 to 24",4
"4.1.9","25 to 34",15
"4.1.9","35 to 44",14
"4.1.9","45 to 54",20
"4.1.9","55 to 64",11
"4.1.9","65+",5
"4.2.1","16 to 19",1
"4.2.1","20 to 24",19
"4.2.1","25 to 34",132
"4.2.1","35 to 44",157
"4.2.1","45 to 54",204
"4.2.1","55 to 64",152
"4.2.1","65+",30
"4.2.10","16 to 19",2
"4.2.10","20 to 24",22
"4.2.10","25 to 34",75
"4.2.10","35 to 44",74
"4.2.10","45 to 54",82
"4.2.10","55 to 64",68
"4.2.10","65+",13
"4.2.11","16 to 19",1
"4.2.11","20 to 24",9
"4.2.11","25 to 34",47
"4.2.11","35 to 44",59
"4.2.11","45 to 54",31
"4.2.11","55 to 64",13
"4.2.11","65+",2
"4.2.12","16 to 19",9
"4.2.12","20 to 24",62
"4.2.12","25 to 34",187
"4.2.12","35 to 44",198
"4.2.12","45 to 54",199
"4.2.12","55 to 64",94
"4.2.12","65+",20
"4.2.13","16 to 19",0
"4.2.13","20 to 24",1
"4.2.13","25 to 34",9
"4.2.13","35 to 44",10
"4.2.13","45 to 54",8
"4.2.13","55 to 64",5
"4.2.13","65+",2
"4.2.14","16 to 19",0
"4.2.14","20 to 24",2
"4.2.14","25 to 34",16
"4.2.14","35 to 44",10
"4.2.14","45 to 54",9
"4.2.14","55 to 64",6
"4.2.14","65+",0
"4.2.15","16 to 19",8
"4.2.15","20 to 24",47
"4.2.15","25 to 34",131
"4.2.15","35 to 44",144
"4.2.15","45 to 54",143
"4.2.15","55 to 64",72
"4.2.15","65+",16
"4.2.16","16 to 19",0
"4.2.16","20 to 24",1
"4.2.16","25 to 34",0
"4.2.16","35 to 44",0
"4.2.16","45 to 54",2
"4.2.16","55 to 64",1
"4.2.16","65+",0
"4.2.17","16 to 19",9
"4.2.17","20 to 24",40
"4.2.17","25 to 34",139
"4.2.17","35 to 44",141
"4.2.17","45 to 54",124
"4.2.17","55 to 64",93
"4.2.17","65+",19
"4.2.18","16 to 19",1
"4.2.18","20 to 24",1
"4.2.18","25 to 34",11
"4.2.18","35 to 44",7
"4.2.18","45 to 54",7
"4.2.18","55 to 64",5
"4.2.18","65+",0
"4.2.19","16 to 19",0
"4.2.19","20 to 24",2
"4.2.19","25 to 34",5
"4.2.19","35 to 44",1
"4.2.19","45 to 54",1
"4.2.19","55 to 64",0
"4.2.19","65+",0
"4.2.2","16 to 19",0
"4.2.2","20 to 24",3
"4.2.2","25 to 34",4
"4.2.2","35 to 44",4
"4.2.2","45 to 54",4
"4.2.2","55 to 64",1
"4.2.2","65+",0
"4.2.20","16 to 19",6
"4.2.20","20 to 24",21
"4.2.20","25 to 34",79
"4.2.20","35 to 44",50
"4.2.20","45 to 54",33
"4.2.20","55 to 64",17
"4.2.20","65+",1
"4.2.21","16 to 19",1
"4.2.21","20 to 24",10
"4.2.21","25 to 34",21
"4.2.21","35 to 44",24
"4.2.21","45 to 54",29
"4.2.21","55 to 64",22
"4.2.21","65+",3
"4.2.22","16 to 19",1
"4.2.22","20 to 24",5
"4.2.22","25 to 34",15
"4.2.22","35 to 44",9
"4.2.22","45 to 54",14
"4.2.22","55 to 64",8
"4.2.22","65+",1
"4.2.23","16 to 19",0
"4.2.23","20 to 24",2
"4.2.23","25 to 34",6
"4.2.23","35 to 44",2
"4.2.23","45 to 54",3
"4.2.23","55 to 64",1
"4.2.23","65+",0
"4.2.24","16 to 19",6
"4.2.24","20 to 24",16
"4.2.24","25 to 34",13
"4.2.24","35 to 44",10
"4.2.24","45 to 54",6
"4.2.24","55 to 64",5
"4.2.24","65+",1
"4.2.25","16 to 19",0
"4.2.25","20 to 24",1
"4.2.25","25 to 34",7
"4.2.25","35 to 44",17
"4.2.25","45 to 54",22
"4.2.25","55 to 64",24
"4.2.25","65+",6
"4.2.26","16 to 19",0
"4.2.26","20 to 24",0
"4.2.26","25 to 34",9
"4.2.26","35 to 44",4
"4.2.26","45 to 54",4
"4.2.26","55 to 64",3
"4.2.26","65+",1
"4.2.27","16 to 19",1
"4.2.27","20 to 24",3
"4.2.27","25 to 34",11
"4.2.27","35 to 44",8
"4.2.27","45 to 54",8
"4.2.27","55 to 64",2
"4.2.27","65+",1
"4.2.28","16 to 19",0
"4.2.28","20 to 24",4
"4.2.28","25 to 34",3
"4.2.28","35 to 44",5
"4.2.28","45 to 54",7
"4.2.28","55 to 64",2
"4.2.28","65+",2
"4.2.29","16 to 19",1
"4.2.29","20 to 24",6
"4.2.29","25 to 34",19
"4.2.29","35 to 44",23
"4.2.29","45 to 54",39
"4.2.29","55 to 64",28
"4.2.29","65+",6
"4.2.3","16 to 19",3
"4.2.3","20 to 24",9
"4.2.3","25 to 34",45
"4.2.3","35 to 44",37
"4.2.3","45 to 54",24
"4.2.3","55 to 64",18
"4.2.3","65+",6
"4.2.30","16 to 19",0
"4.2.30","20 to 24",1
"4.2.30","25 to 34",4
"4.2.30","35 to 44",4
"4.2.30","45 to 54",2
"4.2.30","55 to 64",4
"4.2.30","65+",1
"4.2.31","16 to 19",0
"4.2.31","20 to 24",1
"4.2.31","25 to 34",4
"4.2.31","35 to 44",4
"4.2.31","45 to 54",4
"4.2.31","55 to 64",1
"4.2.31","65+",0
"4.2.32","16 to 19",1
"4.2.32","20 to 24",4
"4.2.32","25 to 34",12
"4.2.32","35 to 44",6
"4.2.32","45 to 54",6
"4.2.32","55 to 64",4
"4.2.32","65+",2
"4.2.33","16 to 19",1
"4.2.33","20 to 24",8
"4.2.33","25 to 34",23
"4.2.33","35 to 44",10
"4.2.33","45 to 54",8
"4.2.33","55 to 64",5
"4.2.33","65+",0
"4.2.34","16 to 19",1
"4.2.34","20 to 24",2
"4.2.34","25 to 34",8
"4.2.34","35 to 44",8
"4.2.34","45 to 54",8
"4.2.34","55 to 64",3
"4.2.34","65+",0
"4.2.35","16 to 19",0
"4.2.35","20 to 24",0
"4.2.35","25 to 34",1
"4.2.35","35 to 44",0
"4.2.35","45 to 54",2
"4.2.35","55 to 64",1
"4.2.35","65+",0
"4.2.36","16 to 19",1
"4.2.36","20 to 24",11
"4.2.36","25 to 34",17
"4.2.36","35 to 44",13
"4.2.36","45 to 54",14
"4.2.36","55 to 64",10
"4.2.36","65+",0
"4.2.37","16 to 19",0
"4.2.37","20 to 24",0
"4.2.37","25 to 34",2
"4.2.37","35 to 44",0
"4.2.37","45 to 54",0
"4.2.37","55 to 64",0
"4.2.37","65+",0
"4.2.38","16 to 19",2
"4.2.38","20 to 24",2
"4.2.38","25 to 34",4
"4.2.38","35 to 44",1
"4.2.38","45 to 54",2
"4.2.38","55 to 64",0
"4.2.38","65+",0
"4.2.39","16 to 19",0
"4.2.39","20 to 24",2
"4.2.39","25 to 34",1
"4.2.39","35 to 44",2
"4.2.39","45 to 54",2
"4.2.39","55 to 64",0
"4.2.39","65+",0
"4.2.4","16 to 19",21
"4.2.4","20 to 24",109
"4.2.4","25 to 34",311
"4.2.4","35 to 44",313
"4.2.4","45 to 54",302
"4.2.4","55 to 64",185
"4.2.4","65+",40
"4.2.40","16 to 19",3
"4.2.40","20 to 24",19
"4.2.40","25 to 34",29
"4.2.40","35 to 44",19
"4.2.40","45 to 54",14
"4.2.40","55 to 64",7
"4.2.40","65+",2
"4.2.5","16 to 19",2
"4.2.5","20 to 24",11
"4.2.5","25 to 34",48
"4.2.5","35 to 44",41
"4.2.5","45 to 54",39
"4.2.5","55 to 64",26
"4.2.5","65+",3
"4.2.6","16 to 19",1
"4.2.6","20 to 24",4
"4.2.6","25 to 34",14
"4.2.6","35 to 44",18
"4.2.6","45 to 54",16
"4.2.6","55 to 64",2
"4.2.6","65+",3
"4.2.7","16 to 19",57
"4.2.7","20 to 24",187
"4.2.7","25 to 34",469
"4.2.7","35 to 44",389
"4.2.7","45 to 54",347
"4.2.7","55 to 64",191
"4.2.7","65+",46
"4.2.8","16 to 19",0
"4.2.8","20 to 24",1
"4.2.8","25 to 34",6
"4.2.8","35 to 44",3
"4.2.8","45 to 54",6
"4.2.8","55 to 64",3
"4.2.8","65+",0
"4.2.9","16 to 19",0
"4.2.9","20 to 24",0
"4.2.9","25 to 34",1
"4.2.9","35 to 44",0
"4.2.9","45 to 54",1
"4.2.9","55 to 64",0
"4.2.9","65+",0
"4.3.1","16 to 19",0
"4.3.1","20 to 24",3
"4.3.1","25 to 34",40
"4.3.1","35 to 44",69
"4.3.1","45 to 54",93
"4.3.1","55 to 64",67
"4.3.1","65+",11
"4.3.10","16 to 19",0
"4.3.10","20 to 24",3
"4.3.10","25 to 34",20
"4.3.10","35 to 44",10
"4.3.10","45 to 54",15
"4.3.10","55 to 64",8
"4.3.10","65+",1
"4.3.11","16 to 19",0
"4.3.11","20 to 24",6
"4.3.11","25 to 34",35
"4.3.11","35 to 44",22
"4.3.11","45 to 54",37
"4.3.11","55 to 64",21
"4.3.11","65+",5
"4.3.12","16 to 19",3
"4.3.12","20 to 24",14
"4.3.12","25 to 34",30
"4.3.12","35 to 44",26
